nom_barrage,apports_journaliers,id_barrage,lachers_journaliers,stock_actuel,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moyenne_mensuelle_apports,cumul_apports_annee_prec,moyenne_periode,stock_annee_prec,capacite_totale_actuelle,altitude_niveau_eau,capacite_totale_initiale,etat,annee_mise_en_service,Latitude,Longitude,Bassin_versant,Date,taux_remplissage,année,region
kasseb,0.170951,3,0.05184,22.625,0.609846,16.856,0.10368,9.6319,11.175,17.7827,20.3526,19.3889,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-02-02,29.421326397919373,2025,Bizerte
barbara,0.701922,4,1.77502,58.6414,3.03588,33.5381,4.85139,26.9412,20.8577,41.2102,41.7079,59.0965,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-02-02,96.85589231150384,2025,Jendouba
sidisalem,0.157668,5,0.34526,114.534,1.51319,45.5769,0.69052,57.9603,93.8696,59.6332,159.468,198.604,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-02-02,19.73540013922681,2025,Béja
bouheurtma,0.324072,6,0.037441,43.2,0.695907,28.0872,0.075412,32.1024,22.6967,29.6405,33.9354,51.0547,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-02-02,29.785503009576868,2025,Jendouba
joumine,0.476474,7,0.074193,21.1741,0.900587,21.4006,0.168591,12.8662,20.7104,19.8615,35.0037,30.5259,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-02-02,17.82736817290125,2025,Bizerte
ghezala,0.0202855,8,0.0,1.21661,0.0824028,1.23255,0.0,0.0,2.78103,1.40997,4.10198,1.8548,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-02-02,12.16123550579768,2025,Bizerte
melah,0.0288688,33,0.0,7.213,0.288754,6.50764,0.0,0.0,5.7,6.53222,11.9171,5.0482,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-02-02,17.592682926829266,2025,Bizerte
tine,0.0125045,34,0.0,2.7889,0.27283,2.33848,0.0,0.0,2.91,2.15332,10.4479,3.7249,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-02-02,8.20264705882353,2025,Bizerte
sejnane,1.29823,9,0.409093,64.1002,2.77066,45.0503,0.900636,87.3531,30.8919,33.2459,65.1793,41.5078,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-02-02,48.344671543857004,2025,Bizerte
zarga,0.416286,10,0.0,20.35,1.21067,15.2553,0.0,0.31878,3.86,12.7476,12.2857,24.22,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-02-02,83.89676781002639,2025,Zaghouan
kebir,0.383234,31,0.0,34.72,0.966876,19.5333,0.021074,11.5034,11.0037,13.1705,19.9635,22.348,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-02-02,53.91304347826086,2025,Nabeul
moula,0.269807,32,0.0,15.3315,0.808097,15.1735,0.0,7.83359,7.57209,8.11555,19.1377,24.315,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-02-02,58.21278049891787,2025,Jendouba
selbarrak,3.27413,11,0.0,199.012,8.31346,159.353,0.0,74.3508,76.5082,91.3102,151.377,130.324,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-02-02,69.4597820699861,2025,Sidi Bouzid
ziatine,0.373609,12,0.006114,15.7368,0.659098,11.3538,0.012487,4.79257,5.1,5.97225,18.1643,13.7964,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-02-02,47.25765765765767,2025,Béja
gamgoum,0.0729105,13,0.0,9.53306,0.326362,3.32657,0.0,2.735,2.4864,1.99016,4.01015,15.3167,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-02-02,52.09322404371585,2025,Siliana
harka,0.0930945,35,0.0,11.6383,0.30082,4.65489,0.0,0.0,4.39,4.34763,15.2536,8.60487,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-02-02,38.41023102310231,2025,Siliana
siliana,0.0404143,14,0.0086,7.72974,0.592143,4.53145,0.0086,0.2189,5.66166,3.56465,18.582,7.72974,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-02-02,24.945911056606207,2025,Siliana
lakhmess,0.00917841,15,3.8e-05,1.43604,0.115162,0.561927,7.4e-05,0.012306,1.62847,0.42099,6.13365,1.79938,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-02-02,19.889750692520778,2025,Sidi Bouzid
rmil,0.0039968,16,0.0,0.5938,0.0390968,0.52406,0.0,0.0,2.02382,0.353451,5.73401,0.6726,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-02-02,29.69,2025,Kasserine
birmcherga,0.242072,17,0.0012,8.99821,0.334915,5.08035,0.0024,0.39152,4.8588,6.2354,14.9434,12.921,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-02-02,21.630832471934426,2025,Zaghouan
rmel,0.853462,18,0.0306,18.2303,5.20474,21.3093,0.0391,0.897014,1.25125,5.84346,11.5136,4.9265,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-02-02,76.51752360965372,2025,Kasserine
nebhana,0.0161652,19,0.0,5.49313,0.801285,4.58631,0.0,0.264489,2.4881,1.16473,12.511,3.07186,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-02-02,8.501981117474076,2025,Mahdia
sidisaad,0.00447391,20,0.0,21.9785,0.0104391,3.83954,0.0,0.0,1.48658,2.74262,30.6036,30.7494,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-02-02,16.485894522078954,2025,Kairouan
elhaouareb,3.67711e-05,21,0.0,0.00576132,7.71297e-05,4.30003,0.0,0.012421,1.37654,0.109148,10.0441,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-02-02,0.007436840067122758,2025,Kairouan
sficifa,0.00021446,22,0.0,1.86768,0.000310966,0.606277,0.0,0.0,0.0339216,0.374919,1.11889,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-02-02,24.224124513618676,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0162246,0.239344,1.41924,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-02-02,0.0,2025,Kairouan
elbrek,0.000188887,24,0.0,0.08,0.00025185,1.30856,0.0,0.02,0.1938,0.13514,1.5125,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-02-02,0.547945205479452,2025,Nabeul
bezirk,0.111169,25,0.0,2.9868,2.50967,2.9692,0.0,0.0,0.84934,0.174757,3.01986,0.1842,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-02-02,59.61676646706587,2025,Kairouan
chiba,0.0545587,26,0.0,0.619789,0.606852,0.621621,0.0,0.0,1.09095,0.000275219,4.10381,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-02-02,16.353271767810025,2025,Kairouan
masri,0.0,27,0.07,5.10129,0.935157,2.41852,0.8814,1.9196,0.691901,1.15222,2.699,4.94149,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-02-02,100.65686661404894,2025,Kairouan
lebna,0.61193,28,0.0,3.0954,0.803945,3.49098,0.0,0.0,3.76017,0.370254,11.2558,0.778437,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-02-02,12.157894736842104,2025,Nabeul
hma,0.0513825,29,0.0,2.49244,1.46761,2.63813,0.0,0.0,0.432658,0.62847,2.99827,0.531189,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-02-02,19.390384316166177,2025,Nabeul
abid,0.05305,30,0.0,3.45252,0.919641,3.08349,0.0,0.0132,0.734283,0.21526,3.35864,0.831225,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-02-02,35.90764430577223,2025,Kairouan
mellegue,0.153369,1,0.02,17.2593,0.153369,29.2726,0.02,24.5884,9.45404,3.63853,98.1455,5.47827,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-02-01,33.75572071191081,2025,Kef
sarrat,0.368319,36,0.0,6.82279,0.368319,5.29517,0.0,0.11219,0.678,1.64438,9.54821,7.98048,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-02-01,32.48947619047619,2025,Kef
benmetir,0.352049,2,0.0432,38.222,0.352049,14.9403,0.0432,9.25653,9.88153,17.4119,20.2478,33.4629,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-02-01,63.28879174738794,2025,Bizerte
kasseb,0.438894,3,0.05184,22.5076,0.438894,16.6851,0.05184,9.58006,11.175,17.6488,19.9535,19.2849,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-02-01,29.26866059817945,2025,Bizerte
barbara,2.33396,4,3.07637,59.7173,2.33396,32.8362,3.07637,25.1662,20.8577,40.4515,40.963,58.4368,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-02-01,98.63291766454702,2025,Jendouba
sidisalem,1.35552,5,0.34526,114.74,1.35552,45.4192,0.34526,57.6151,93.8696,59.0958,156.116,198.098,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-02-01,19.770896083039833,2025,Béja
bouheurtma,0.371836,6,0.037971,42.9145,0.371836,27.7631,0.037971,32.065,22.6967,29.1789,33.1248,50.5326,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-02-01,29.588656687603848,2025,Jendouba
joumine,0.424113,7,0.094398,20.7761,0.424113,20.9241,0.094398,12.792,20.7104,19.7411,34.264,30.411,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-02-01,17.492275180386116,2025,Bizerte
ghezala,0.0621173,8,0.0,1.19661,0.0621173,1.21226,0.0,0.0,2.78103,1.39986,4.00265,1.84513,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-02-01,11.961315473810476,2025,Bizerte
melah,0.259886,33,0.0,7.1842,0.259886,6.47877,0.0,0.0,5.7,6.50729,11.7136,5.077,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-02-01,17.522439024390245,2025,Bizerte
tine,0.260325,34,0.0,2.7772,0.260325,2.32597,0.0,0.0,2.91,2.15213,10.3439,3.7249,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-02-01,8.168235294117647,2025,Bizerte
sejnane,1.47243,9,0.491543,63.2148,1.47243,43.7521,0.491543,86.944,30.8919,33.1915,64.076,41.8491,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-02-01,47.67689871030997,2025,Bizerte
zarga,0.794382,10,0.0,19.936,0.794382,14.8391,0.0,0.31878,3.86,11.8995,12.1479,23.374,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-02-01,82.18997361477572,2025,Zaghouan
kebir,0.583643,31,0.021074,34.34,0.583643,19.1501,0.021074,11.5034,11.0037,12.5938,19.5705,21.7725,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-02-01,53.32298136645963,2025,Nabeul
moula,0.53829,32,0.0,15.063,0.53829,14.9037,0.0,7.83359,7.57209,8.02329,18.8673,24.315,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-02-01,57.19330219842808,2025,Jendouba
selbarrak,5.03934,11,0.0,195.757,5.03934,156.079,0.0,74.3508,76.5082,90.6531,148.644,129.936,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-02-01,68.32371193030707,2025,Sidi Bouzid
ziatine,0.285489,12,0.006373,15.3708,0.285489,10.9802,0.006373,4.78645,5.1,5.94188,17.9821,13.8236,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-02-01,46.15855855855856,2025,Béja
gamgoum,0.253451,13,0.0,9.46184,0.253451,3.25366,0.0,2.735,2.4864,1.98146,3.92135,15.3426,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-02-01,51.70404371584699,2025,Siliana
harka,0.207725,35,0.0,11.5463,0.207725,4.5618,0.0,0.0,4.39,4.34648,15.0968,8.60487,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-02-01,38.10660066006601,2025,Siliana
siliana,0.551728,14,0.0,7.69909,0.551728,4.49104,0.0,0.2103,5.66166,3.56116,18.3798,7.72974,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-02-01,24.846995417285225,2025,Siliana
lakhmess,0.105984,15,3.6e-05,1.42696,0.105984,0.552749,3.6e-05,0.012268,1.62847,0.417645,6.07549,1.80424,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-02-01,19.76398891966759,2025,Sidi Bouzid
rmil,0.0351,16,0.0,0.5899,0.0351,0.520063,0.0,0.0,2.02382,0.353119,5.66173,0.6726,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-02-01,29.494999999999997,2025,Kasserine
birmcherga,0.0928429,17,0.0012,8.75904,0.0928429,4.83828,0.0012,0.39032,4.8588,6.23074,14.7699,12.921,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-02-01,21.05589076660497,2025,Zaghouan
rmel,4.35128,18,0.0085,17.41,4.35128,20.4559,0.0085,0.866414,1.25125,5.83498,11.4689,4.9265,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-02-01,73.07450157397692,2025,Kasserine
nebhana,0.78512,19,0.0,5.47696,0.78512,4.57014,0.0,0.264489,2.4881,1.16473,12.4221,3.08264,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-02-01,8.47695403188361,2025,Mahdia
sidisaad,0.00596521,20,0.0,21.9785,0.00596521,3.83506,0.0,0.0,1.48658,2.7198,30.5505,30.7494,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-02-01,16.485894522078954,2025,Kairouan
elhaouareb,4.03585e-05,21,0.0,0.00576132,4.03585e-05,4.3,0.0,0.012421,1.37654,0.109087,9.99489,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-02-01,0.007436840067122758,2025,Kairouan
sficifa,9.65068e-05,22,0.0,1.86768,9.65068e-05,0.606063,0.0,0.0,0.0339216,0.374656,1.11768,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-02-01,24.224124513618676,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0162246,0.238568,1.41866,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-02-01,0.0,2025,Kairouan
elbrek,6.29625e-05,24,0.0,0.08,6.29625e-05,1.30837,0.0,0.02,0.1938,0.134774,1.50558,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-02-01,0.547945205479452,2025,Nabeul
bezirk,2.69871,25,0.0,3.176,2.69871,3.15825,0.0,0.0,0.84934,0.174549,2.98953,0.1842,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-02-01,63.3932135728543,2025,Kairouan
chiba,0.552293,26,0.0,0.565669,0.552293,0.567062,0.0,0.0,1.09095,0.000274083,4.06485,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-02-01,14.925303430079154,2025,Kairouan
masri,0.935157,27,0.8114,5.17601,0.935157,2.41852,0.8114,1.8496,0.691901,1.15222,2.67429,4.89402,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-02-01,102.13121546961325,2025,Kairouan
lebna,0.192015,28,0.0,2.48475,0.192015,2.87905,0.0,0.0,3.76017,0.369445,11.1215,0.778437,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-02-01,9.75942655145326,2025,Nabeul
hma,1.41623,29,0.0,2.44188,1.41623,2.58674,0.0,0.0,0.432658,0.628138,2.98282,0.531189,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-02-01,18.99704372179866,2025,Nabeul
abid,0.866591,30,0.0,3.39995,0.866591,3.03044,0.0,0.0132,0.734283,0.212205,3.33242,0.82827,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-02-01,35.36089443577743,2025,Kairouan
bouheurtma,0.133584,6,0.036626,42.5813,10.3763,27.3913,1.25769,32.027,13.8111,29.1376,32.3142,50.4281,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-01-31,29.358922206057763,2025,Jendouba
sidisalem,0.417084,5,0.39296,113.743,25.9475,44.0637,9.59034,57.2698,84.6304,58.9139,152.763,198.351,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-01-31,19.59910260740108,2025,Béja
benmetir,0.0,2,0.0432,37.9149,8.70273,14.5883,1.50566,9.21333,9.80926,17.3974,19.8949,33.4847,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-01-31,62.78028910635339,2025,Bizerte
barbara,0.0780759,4,0.032318,60.4621,14.8147,30.5022,12.7209,22.0898,18.4614,40.3446,40.2181,58.4368,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-01-31,99.863077050128,2025,Jendouba
kasseb,0.0538524,3,0.05184,22.122,8.96969,16.2462,1.593,9.52822,8.23838,17.5843,19.5544,19.2502,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-01-31,28.767230169050713,2025,Bizerte
mellegue,0.0,1,0.02,17.1284,6.05422,29.1193,0.62,24.5684,12.5785,3.63852,97.8078,5.50978,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-01-31,33.499706630158414,2025,Kef
abid,0.000813447,30,0.0,2.53376,1.14574,2.16385,0.0132,0.0132,0.684393,0.212205,3.30619,0.831225,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-01-31,26.352158086323453,2025,Kairouan
hma,0.000698224,29,0.0,1.02604,0.725786,1.17051,0.0,0.0,0.402662,0.628138,2.96737,0.533942,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-01-31,7.982262330791973,2025,Nabeul
lebna,0.00146979,28,0.0,2.29332,1.35037,2.68704,0.0,0.0,3.68089,0.369445,10.9873,0.787939,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-01-31,9.007541241162608,2025,Nabeul
masri,0.000765075,27,0.0,5.05226,0.432789,1.48337,0.491,1.0382,0.691901,1.14612,2.64958,4.83863,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-01-31,99.68942383583268,2025,Kairouan
chiba,3.3777e-05,26,0.0,0.0137637,0.0145696,0.0147689,0.0,0.0,1.11056,0.000273164,4.02589,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-01-31,0.36315831134564647,2025,Kairouan
bezirk,0.000134194,25,0.0,0.4776,0.324934,0.459534,0.0,0.0,0.743096,0.174426,2.9592,0.1842,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-01-31,9.532934131736528,2025,Kairouan
elbrek,0.000377775,24,0.0,0.08,0.00752024,1.30831,0.0,0.02,0.21066,0.134407,1.49866,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-01-31,0.547945205479452,2025,Nabeul
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0295391,0.237791,1.41809,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-01-31,0.0,2025,Kairouan
sficifa,0.000482534,22,0.0,1.86768,0.00455367,0.605966,0.0,0.0,0.00757647,0.374307,1.11647,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-01-31,24.224124513618676,2025,Kairouan
elhaouareb,5.0224e-05,21,0.0,0.00576132,1.18209,4.29996,0.0,0.012421,2.40507,0.109011,9.94573,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-01-31,0.007436840067122758,2025,Kairouan
sidisaad,0.00775477,20,0.0,21.9785,0.886201,3.8291,0.0,0.0,7.94621,2.68116,30.4974,30.7494,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-01-31,16.485894522078954,2025,Kairouan
nebhana,0.00178923,19,0.0,4.69184,0.0520437,3.78502,0.0254886,0.264489,3.34326,1.16275,12.3333,3.08264,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-01-31,7.261786101222721,2025,Mahdia
rmel,0.0110143,18,0.0085,13.0698,2.87509,16.1046,0.2555,0.857914,2.42798,5.83498,11.4242,4.9524,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-01-31,54.85750262329486,2025,Kasserine
birmcherga,0.0334936,17,0.0012,8.66935,1.23892,4.74543,0.0372,0.38912,4.52433,6.22557,14.5963,12.921,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-01-31,20.840284622226495,2025,Zaghouan
rmil,0.00044541,16,0.0,0.5548,0.207578,0.484963,0.0,0.0,1.39077,0.352456,5.58945,0.6726,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-01-31,27.74,2025,Kasserine
lakhmess,0.00464241,15,4e-05,1.32102,0.0870782,0.446765,0.001237,0.012232,1.58171,0.415864,6.01733,1.82852,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-01-31,18.29667590027701,2025,Sidi Bouzid
siliana,0.00340361,14,0.0,7.14736,0.456136,3.93931,0.0498,0.2103,5.60697,3.55651,18.1776,7.72974,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-01-31,23.06641709158975,2025,Siliana
harka,0.00214619,35,0.0,11.3393,3.12453,4.35407,0.0,0.0,5.48,4.34548,14.94,8.60487,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-01-31,37.42343234323432,2025,Siliana
gamgoum,0.00066105,13,0.0,9.20973,1.94345,3.00021,0.213,2.735,1.37065,1.97408,3.83255,15.3685,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-01-31,50.32639344262295,2025,Siliana
ziatine,0.00952056,12,0.006598,15.0932,6.18859,10.6947,0.55573,4.78008,8.35,5.91223,17.8,13.8509,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-01-31,45.32492492492493,2025,Béja
selbarrak,0.260282,11,0.0,190.718,87.3618,151.04,7.48563,74.3508,67.1137,90.2897,145.912,129.745,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-01-31,66.56498460808197,2025,Sidi Bouzid
moula,0.00167508,32,0.0,14.526,9.32452,14.3654,0.512,7.83359,6.04198,7.99585,18.5969,24.38,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-01-31,55.154345597448454,2025,Jendouba
kebir,0.02286,31,0.0,33.78,10.8592,18.5665,0.71281,11.4824,6.45991,12.5609,19.1775,21.7408,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-01-31,52.453416149068325,2025,Nabeul
zarga,0.0210342,10,0.0,19.144,9.48608,14.0447,0.0,0.31878,5.37,11.8616,12.01,23.338,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-01-31,78.92480211081794,2025,Zaghouan
sejnane,0.203623,9,0.489993,62.2383,31.0644,42.2796,15.2465,86.4524,28.3149,33.1644,62.9728,42.3173,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-01-31,46.9404178293989,2025,Bizerte
tine,0.0,34,0.0,2.5188,1.35465,2.06565,0.0,0.0,3.32,2.15055,10.24,3.7249,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-01-31,7.408235294117647,2025,Bizerte
melah,0.0196009,33,0.0,6.925,5.25689,6.21889,0.0,0.0,4.37,6.46753,11.51,5.0914,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-01-31,16.89024390243902,2025,Bizerte
ghezala,0.00786492,8,0.0,1.13477,0.866138,1.15015,0.0,0.0,2.15148,1.3897,3.90333,1.83545,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-01-31,11.343162734906038,2025,Bizerte
joumine,0.145625,7,0.096164,20.4483,13.9245,20.5,2.75194,12.6976,16.9966,19.6442,33.5244,30.3269,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-01-31,17.216286529766865,2025,Bizerte
sarrat,0.00191268,36,0.0,6.45547,1.89055,4.92685,0.096954,0.11219,0.775,1.64438,9.524,7.99581,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-01-31,30.740333333333336,2025,Kef
bouheurtma,0.121812,6,0.072096,42.4861,10.2427,27.2577,1.22107,31.9904,13.8111,29.095,31.8687,50.3237,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-01-30,29.293283782758884,2025,Jendouba
sidisalem,0.217853,5,0.39296,113.743,25.5304,43.6466,9.19738,56.8768,84.6304,58.6238,150.033,198.098,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-01-30,19.59910260740108,2025,Béja
barbara,0.203451,4,0.033873,60.4207,14.7366,30.4242,12.6886,22.0575,18.4614,40.2778,39.6226,58.4758,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-01-30,99.79469815839458,2025,Jendouba
kasseb,0.0727087,3,0.05184,22.122,8.91583,16.1923,1.54116,9.47638,8.23838,17.5356,19.2887,19.2329,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-01-30,28.767230169050713,2025,Bizerte
benmetir,0.0220741,2,0.0432,37.9622,8.70273,14.5883,1.46246,9.17013,9.80926,17.383,19.5785,33.5064,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-01-30,62.858609441491566,2025,Bizerte
mellegue,0.0249436,1,0.02,17.1611,6.05422,29.1193,0.6,24.5484,12.5785,3.63852,97.4021,5.5413,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-01-30,33.563661255622925,2025,Kef
abid,0.000711766,30,0.0,2.53376,1.14493,2.16303,0.0132,0.0132,0.684393,0.21196,3.28412,0.831225,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-01-30,26.352158086323453,2025,Kairouan
hma,0.0,29,0.0,1.02604,0.725088,1.16982,0.0,0.0,0.402662,0.628138,2.95438,0.539448,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-01-30,7.982262330791973,2025,Nabeul
lebna,0.0448618,28,0.0,2.29332,1.3489,2.68557,0.0,0.0,3.68089,0.368362,10.8685,0.787939,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-01-30,9.007541241162608,2025,Nabeul
masri,0.000801507,27,0.0,5.05226,0.432024,1.4826,0.491,1.0382,0.629791,1.14612,2.62927,4.79116,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-01-30,99.68942383583268,2025,Kairouan
chiba,3.3777e-05,26,0.0,0.0137637,0.0145359,0.0147351,0.0,0.0,1.11056,0.000272191,3.99006,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-01-30,0.36315831134564647,2025,Kairouan
bezirk,8.94624e-05,25,0.0,0.4776,0.3248,0.4594,0.0,0.0,0.743096,0.173939,2.93523,0.1842,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-01-30,9.532934131736528,2025,Kairouan
