nom_barrage,apports_journaliers,id_barrage,lachers_journaliers,stock_actuel,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moyenne_mensuelle_apports,cumul_apports_annee_prec,moyenne_periode,stock_annee_prec,capacite_totale_actuelle,altitude_niveau_eau,capacite_totale_initiale,etat,annee_mise_en_service,Latitude,Longitude,Bassin_versant,Date,taux_remplissage,année,region
chiba,0.0,26,0.0,1.03496,0.0,1.16236,0.0,0.050184,0.40619,0.000338752,5.98123,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-01,27.307651715039583,2025,Kairouan
masri,0.0,27,0.0,4.46897,0.0,3.68648,0.0,3.7217,0.400928,1.20894,3.89713,1.71663,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-01,88.1801499605367,2025,Kairouan
lebna,0.00665902,28,0.0,4.82228,0.00665902,5.53234,0.0,0.0,0.762047,0.437978,16.9895,0.664405,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-01,18.94061272584446,2025,Nabeul
hma,0.00269576,29,0.0,3.67962,0.00269576,4.04083,0.0,0.03504,0.060987,0.759769,4.3201,0.415512,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-01,28.626264197915045,2025,Nabeul
abid,0.00278641,30,0.0,4.21976,0.00278641,3.98264,0.0,0.0132,0.221428,0.275707,4.99906,0.822359,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-01,43.88725949037961,2025,Kairouan
mellegue,1.07889,1,0.02,23.5832,6.1787,37.3079,0.626282,25.7547,12.6216,7.85539,119.883,8.94442,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-31,46.123997653041265,2025,Kef
sarrat,0.00198071,36,0.0,6.79625,0.196485,6.3516,0.658483,0.770673,1.903,2.08498,12.105,5.95938,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-31,32.363095238095234,2025,Kef
benmetir,0.570088,2,0.0432,41.729,3.4798,21.4571,1.3392,11.7621,7.20793,27.6535,36.9844,41.579,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-31,69.0957561306774,2025,Bizerte
kasseb,0.207443,3,0.0648,24.0359,2.65937,22.2791,2.06663,13.5054,7.47992,23.2596,38.2093,23.0553,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-31,31.256046814044215,2025,Bizerte
barbara,0.110258,4,0.063868,60.6745,2.42885,44.3364,2.27237,35.2835,11.9027,67.1501,72.9785,60.0483,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-31,100.21389049467338,2025,Jendouba
sidisalem,0.257725,5,0.44066,115.974,7.84913,66.402,8.77692,75.5726,72.7512,115.136,319.384,248.485,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-31,19.98352712510425,2025,Béja
bouheurtma,0.390933,6,0.028454,49.5926,5.2331,38.9546,2.97447,36.1583,14.2708,48.8387,69.2817,72.8076,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-31,34.193067975757906,2025,Jendouba
joumine,0.601294,7,0.09921,25.8975,3.36453,30.3627,2.84124,16.8173,12.5586,27.826,66.7933,33.1424,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-31,21.804197923770555,2025,Bizerte
ghezala,0.00576069,8,0.0,2.1048,0.48167,2.15058,0.0,0.0,1.56608,2.40841,8.25044,2.81874,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-31,21.039584166333466,2025,Bizerte
melah,0.0960845,33,0.0,9.468,1.31495,8.77981,0.0,0.0,5.89,10.6961,23.1,7.0978,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-31,23.09268292682927,2025,Bizerte
tine,0.000858,34,0.0,3.058,0.211186,2.74385,0.0,0.0,2.18,2.35702,15.33,3.7483,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-31,8.994117647058824,2025,Bizerte
sejnane,0.3023,9,0.678643,63.8006,5.82388,60.6643,19.1307,118.88,16.7054,48.0262,110.57,42.0052,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-31,48.11871181838751,2025,Bizerte
zarga,0.0560679,10,0.0,23.32,0.834049,18.4354,0.0,0.31878,3.41,18.0429,19.28,23.968,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-31,96.14116094986808,2025,Zaghouan
kebir,0.131628,31,0.0,39.9122,1.635,24.9525,0.0,11.5034,5.17428,19.4812,35.3555,28.5,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-31,61.975465838509315,2025,Nabeul
moula,0.0553217,32,0.0,18.16,0.827114,18.306,0.171294,8.00489,3.48188,10.7794,29.6509,21.824,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-31,68.95242434597715,2025,Jendouba
selbarrak,1.84392,11,0.1265,208.455,9.4575,188.556,14.1598,92.2577,46.3079,123.112,268.728,137.403,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-31,72.75560705585067,2025,Sidi Bouzid
ziatine,0.0183756,12,0.016819,17.0544,0.253665,13.7895,0.531863,5.49829,2.95,9.30418,25.85,14.3687,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-31,51.21441441441442,2025,Béja
gamgoum,0.0203626,13,0.019,9.63989,0.183827,4.14509,0.607,3.342,1.45458,2.9602,7.77353,14.3096,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-31,52.676994535519114,2025,Siliana
harka,0.00544392,35,0.0,13.2483,0.935813,6.5841,0.0,0.0,2.53,5.12848,21.86,9.2123,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-31,43.72376237623762,2025,Siliana
siliana,0.0675611,14,0.0,8.70877,0.700803,5.7446,0.0,0.2189,5.336,4.23118,29.1753,8.0056,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-31,28.105499257729292,2025,Siliana
lakhmess,0.010044,15,3.6e-05,1.75083,0.119185,0.911313,0.001241,0.014565,1.78231,0.562242,9.42811,1.69256,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-31,24.249722991689755,2025,Sidi Bouzid
rmil,0.000332625,16,0.0,0.6828,0.0352939,0.64675,0.0,0.0,1.58175,0.395211,9.19502,0.6352,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-31,34.14,2025,Kasserine
birmcherga,0.00612371,17,0.0012,10.3322,0.607647,6.98868,0.0372,0.45992,2.4676,6.57795,21.9227,12.4476,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-31,24.837616288853102,2025,Zaghouan
rmel,0.0244827,18,0.01075,21.8376,1.84286,26.3647,0.33175,1.49986,1.86195,6.10044,14.5374,3.8646,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-31,91.65834207764952,2025,Kasserine
nebhana,0.00445803,19,0.0,6.10741,0.164892,5.38561,0.013708,0.289197,3.55211,1.382,18.3735,2.67614,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-31,9.452731775266985,2025,Mahdia
sidisaad,0.00728458,20,0.0,21.7833,0.22857,4.54543,0.0,0.0,2.95265,3.48056,34.9366,28.057,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-31,16.33947658588177,2025,Kairouan
elhaouareb,0.0,21,0.0,0.383862,0.720323,5.72818,0.0,0.012421,1.21275,0.179593,12.535,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-31,0.4954976119788305,2025,Kairouan
sficifa,4.91016e-05,22,0.0,1.72971,0.00697275,0.61845,0.0,0.0,0.0237058,0.396024,1.17409,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-31,22.434630350194553,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.296269,1.45438,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-31,0.0,2025,Kairouan
elbrek,0.0003663,24,0.0,0.06,0.016333,1.33459,0.0,0.02,0.32954,0.161513,2.022,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-31,0.410958904109589,2025,Nabeul
bezirk,0.0,25,0.0,2.9646,0.0715479,3.24268,0.0,0.042,0.501218,0.209014,4.30976,0.1935,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-31,59.17365269461078,2025,Kairouan
chiba,0.00153359,26,0.0,1.04113,0.190366,1.16236,0.0,0.050184,0.850857,0.000337021,5.96769,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-31,27.470448548812666,2025,Kairouan
masri,0.000779523,27,0.0,4.47651,1.00891,3.68648,1.4164,3.7217,0.400928,1.20808,3.88377,1.71663,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-31,88.32892659826362,2025,Kairouan
lebna,0.0,28,0.0,4.82228,0.852413,5.52568,0.0,0.0,2.21669,0.435811,16.9641,0.664405,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-31,18.94061272584446,2025,Nabeul
hma,0.0022176,29,0.0,3.67962,1.042,4.03813,0.0,0.03504,0.91804,0.759769,4.31806,0.425559,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-31,28.626264197915045,2025,Nabeul
abid,0.00244972,30,0.0,4.21976,0.570797,3.97985,0.0,0.0132,0.951204,0.274732,4.99168,0.822359,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-31,43.88725949037961,2025,Kairouan
mellegue,2.83522,1,0.02,22.5284,5.09981,36.229,0.606282,25.7347,12.6216,7.84919,119.476,8.94442,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-30,44.0610209270487,2025,Kef
sarrat,0.0949839,36,0.039905,6.79625,0.194505,6.34962,0.658483,0.770673,1.903,2.07655,12.0436,6.02139,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-30,32.363095238095234,2025,Kef
benmetir,0.814594,2,0.0432,41.204,2.90971,20.887,1.296,11.7189,7.20793,27.6413,36.7519,41.604,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-30,68.22645008527478,2025,Bizerte
kasseb,0.630796,3,0.0648,23.8948,2.45193,22.0716,2.00183,13.4406,7.47992,23.2237,37.968,23.0553,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-30,31.072561768530555,2025,Bizerte
barbara,0.159041,4,0.110139,60.6313,2.31859,44.2262,2.2085,35.2196,11.9027,67.0842,72.5946,60.0897,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-30,100.14253860764721,2025,Jendouba
sidisalem,0.678687,5,0.0432,116.18,7.5914,66.1443,8.33626,75.1319,72.7512,114.698,317.037,248.201,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-30,20.019023068917274,2025,Béja
bouheurtma,0.641038,6,0.030488,49.2313,4.84217,38.5637,2.94601,36.1299,14.2708,48.8079,68.8214,72.7447,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-30,33.94395912767087,2025,Jendouba
joumine,0.260249,7,0.09577,25.4002,2.76324,29.7614,2.74203,16.7181,12.5586,27.8039,66.3882,33.2329,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-30,21.38550007156509,2025,Bizerte
ghezala,0.0108607,8,0.0,2.09966,0.475909,2.14482,0.0,0.0,1.56608,2.39573,8.19992,2.80726,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-30,20.98820471811276,2025,Bizerte
melah,0.0720838,33,0.0,9.372,1.21887,8.68373,0.0,0.0,5.89,10.6863,22.91,7.1458,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-30,22.858536585365854,2025,Bizerte
tine,0.013416,34,0.0,3.058,0.210328,2.74299,0.0,0.0,2.18,2.35702,15.2597,3.76,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-30,8.994117647058824,2025,Bizerte
sejnane,0.550877,9,0.733313,64.0503,5.56833,60.4088,18.4521,118.202,16.7054,47.9963,110.031,42.3173,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-30,48.307036729768456,2025,Bizerte
zarga,0.0199362,10,0.0,23.266,0.777982,18.3794,0.0,0.31878,3.41,18.0372,19.17,23.968,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-30,95.91853562005277,2025,Zaghouan
kebir,0.106699,31,0.0,39.7832,1.50337,24.8209,0.0,11.5034,5.17428,19.4769,35.1886,28.5,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-30,61.7751552795031,2025,Nabeul
moula,0.0761589,32,0.0,18.1067,0.771792,18.2507,0.171294,8.00489,3.48188,10.773,29.5385,21.92,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-30,68.75004746174584,2025,Jendouba
selbarrak,0.646663,11,0.627,206.756,7.55858,186.657,13.9783,92.0762,46.3079,122.634,267.234,137.403,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-30,72.1626168354775,2025,Sidi Bouzid
ziatine,0.0258246,12,0.024268,17.0544,0.235289,13.7711,0.515044,5.48147,2.95,9.28541,25.7548,14.396,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-30,51.21441441441442,2025,Béja
gamgoum,0.0116548,13,0.037,9.63989,0.163465,4.12473,0.588,3.323,1.45458,2.95918,7.72661,14.3459,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-30,52.676994535519114,2025,Siliana
harka,0.049226,35,0.0,13.2483,0.930369,6.57866,0.0,0.0,2.53,5.12848,21.7784,9.2343,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-30,43.72376237623762,2025,Siliana
siliana,0.360721,14,0.0,8.64362,0.633241,5.67704,0.0,0.2189,5.336,4.22199,29.0031,8.03625,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-30,27.8952430129736,2025,Siliana
lakhmess,0.0245725,15,3.5e-05,1.74112,0.109141,0.901269,0.001205,0.014529,1.78231,0.555673,9.37062,1.7314,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-30,24.115235457063715,2025,Sidi Bouzid
rmil,0.0036661,16,0.0,0.6828,0.0349613,0.646417,0.0,0.0,1.58175,0.393247,9.14399,0.6352,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-30,34.14,2025,Kasserine
birmcherga,0.00661608,17,0.0012,10.3322,0.601523,6.98256,0.036,0.45872,2.4676,6.57795,21.8431,12.4824,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-30,24.837616288853102,2025,Zaghouan
rmel,0.290302,18,0.01075,21.8376,1.81838,26.3402,0.321,1.48911,1.86195,6.10044,14.4774,3.9164,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-30,91.65834207764952,2025,Kasserine
nebhana,0.00198135,19,0.0,6.10741,0.160434,5.38115,0.013708,0.289197,3.55211,1.3803,18.2589,2.68517,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-30,9.452731775266985,2025,Mahdia
sidisaad,0.0,20,0.0,21.7833,0.221285,4.53815,0.0,0.0,2.95265,3.48056,34.8414,28.1282,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-30,16.33947658588177,2025,Kairouan
elhaouareb,0.0,21,0.0,0.467388,0.720323,5.72818,0.0,0.012421,1.21275,0.176976,12.4959,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-30,0.6033148315476959,2025,Kairouan
sficifa,0.000392813,22,0.0,1.72971,0.00692365,0.618401,0.0,0.0,0.0237058,0.395499,1.17333,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-30,22.434630350194553,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.294716,1.45373,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-30,0.0,2025,Kairouan
elbrek,0.00042735,24,0.0,0.06,0.0159667,1.33422,0.0,0.02,0.32954,0.160781,2.01137,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-30,0.410958904109589,2025,Nabeul
bezirk,0.00034286,25,0.0,2.972,0.0715479,3.24268,0.0,0.042,0.501218,0.209014,4.29359,0.19536,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-30,59.321357285429144,2025,Kairouan
chiba,0.00100642,26,0.0,1.04113,0.188832,1.16082,0.0,0.050184,0.850857,0.000335616,5.94025,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-30,27.470448548812666,2025,Kairouan
masri,0.000937688,27,0.0,4.47651,1.00813,3.6857,1.4164,3.7217,0.542286,1.20808,3.86628,1.72129,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-30,88.32892659826362,2025,Kairouan
lebna,0.00508689,28,0.0,4.84318,0.852413,5.52568,0.0,0.0,2.21669,0.435811,16.8926,0.673908,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-30,19.022702278083266,2025,Nabeul
hma,0.00155925,29,0.0,3.67962,1.03978,4.03591,0.0,0.03504,0.91804,0.759769,4.28845,0.430582,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-30,28.626264197915045,2025,Nabeul
abid,0.000464401,30,0.0,4.21976,0.568347,3.9774,0.0,0.0132,0.951204,0.274732,4.961,0.825314,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-30,43.88725949037961,2025,Kairouan
mellegue,0.0227353,1,0.02,19.7162,2.26459,33.3937,0.586282,25.7147,12.6216,7.84453,119.069,8.94442,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-29,38.560923137101504,2025,Kef
sarrat,0.0213587,36,0.058227,6.74315,0.0995207,6.25463,0.618578,0.730768,1.903,2.07655,11.9822,6.0958,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-29,32.110238095238095,2025,Kef
benmetir,0.327289,2,0.0432,40.4345,2.09512,20.0724,1.2528,11.6757,7.20793,27.6295,36.5194,41.629,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-29,66.95229579587038,2025,Bizerte
kasseb,0.145731,3,0.0648,23.3303,1.82113,21.4408,1.93703,13.3758,7.47992,23.2076,37.7268,23.0748,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-29,30.338491547464237,2025,Bizerte
barbara,0.141944,4,0.092824,60.5881,2.15955,44.0671,2.09836,35.1095,11.9027,66.9769,72.2106,60.0897,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-29,100.07118672062101,2025,Jendouba
sidisalem,0.263764,5,0.44066,115.563,6.91271,65.4656,8.29306,75.0887,72.7512,114.547,314.691,248.201,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-29,19.912707547885063,2025,Béja
bouheurtma,0.329143,6,0.023105,48.6215,4.20113,37.9226,2.91552,36.0994,14.2708,48.8079,68.361,72.8076,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-29,33.523514689355125,2025,Jendouba
joumine,0.0990038,7,0.0955,25.2431,2.50299,29.5012,2.64627,16.6223,12.5586,27.746,65.9831,33.2932,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-29,21.253230953162756,2025,Bizerte
ghezala,0.0108669,8,0.0,2.08939,0.465048,2.13396,0.0,0.0,1.56608,2.37732,8.1494,2.79003,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-29,20.885545781687327,2025,Bizerte
melah,0.0480832,33,0.0,9.3,1.14678,8.61164,0.0,0.0,5.89,10.6659,22.72,7.1842,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-29,22.682926829268293,2025,Bizerte
tine,0.0128979,34,0.0,3.0463,0.196912,2.72958,0.0,0.0,2.18,2.35343,15.1894,3.76,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-29,8.959705882352942,2025,Bizerte
sejnane,0.145861,9,0.763333,63.6542,5.01746,59.8579,17.7188,117.468,16.7054,47.9661,109.492,42.7464,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-29,48.00829625160269,2025,Bizerte
zarga,0.110064,10,0.0,23.248,0.758045,18.3594,0.0,0.31878,3.41,18.0137,19.06,23.95,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-29,95.84432717678101,2025,Zaghouan
kebir,0.233073,31,0.0,39.68,1.39668,24.7142,0.0,11.5034,5.17428,19.4669,35.0217,28.5,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-29,61.61490683229813,2025,Nabeul
moula,0.0868221,32,0.0,18.032,0.695633,18.1745,0.171294,8.00489,3.48188,10.7676,29.4262,22.016,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-29,68.46641606864867,2025,Jendouba
selbarrak,1.134,11,0.627,206.756,6.91192,186.011,13.3513,91.4492,46.3079,122.634,265.74,137.993,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-29,72.1626168354775,2025,Sidi Bouzid
ziatine,0.00028028,12,0.021567,17.0544,0.209465,13.7453,0.490776,5.45721,2.95,9.27963,25.6597,14.4369,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-29,51.21441441441442,2025,Béja
gamgoum,0.00631618,13,0.032,9.6666,0.15181,4.11307,0.551,3.286,1.45458,2.95826,7.67969,14.3822,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-29,52.82295081967213,2025,Siliana
harka,0.0294345,35,0.0,13.2023,0.881143,6.52943,0.0,0.0,2.53,5.12282,21.6968,9.2343,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-29,43.57194719471947,2025,Siliana
siliana,0.00356728,14,0.0,8.28531,0.27252,5.31632,0.0,0.2189,5.336,4.20903,28.831,8.03625,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-29,26.73888207577616,2025,Siliana
lakhmess,0.0054117,15,4e-05,1.71684,0.0845689,0.876696,0.00117,0.014494,1.78231,0.54972,9.31313,1.77025,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-29,23.77894736842105,2025,Sidi Bouzid
rmil,0.0003987,16,0.0,0.6794,0.0312952,0.642751,0.0,0.0,1.58175,0.391447,9.09297,0.6352,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-29,33.97,2025,Kasserine
birmcherga,0.0,17,0.0012,10.3322,0.594907,6.97594,0.0348,0.45752,2.4676,6.57795,21.7635,12.5173,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-29,24.837616288853102,2025,Zaghouan
rmel,0.0258075,18,0.01075,21.5708,1.52808,26.0499,0.31025,1.47836,1.86195,6.10044,14.4173,3.9682,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-29,90.53850996852046,2025,Kasserine
nebhana,0.00445803,19,0.0,6.10741,0.158453,5.37917,0.013708,0.289197,3.55211,1.3777,18.1443,2.68517,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-29,9.452731775266985,2025,Mahdia
sidisaad,0.0059528,20,0.0,21.8483,0.221285,4.53815,0.0,0.0,2.95265,3.43381,34.7461,28.1282,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-29,16.388232558488415,2025,Kairouan
elhaouareb,0.0,21,0.0,0.530032,0.720323,5.72818,0.0,0.012421,1.21275,0.174363,12.4568,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-29,0.684177100813218,2025,Kairouan
sficifa,0.000392813,22,0.0,1.72971,0.00653083,0.618008,0.0,0.0,0.0237058,0.394975,1.17257,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-29,22.434630350194553,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.293164,1.45309,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-29,0.0,2025,Kairouan
elbrek,0.00042735,24,0.0,0.06,0.0155394,1.3338,0.0,0.02,0.32954,0.160048,2.00074,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-29,0.410958904109589,2025,Nabeul
bezirk,0.0,25,0.0,2.972,0.071205,3.24233,0.0,0.042,0.501218,0.208592,4.27742,0.19536,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-29,59.321357285429144,2025,Kairouan
chiba,0.00119811,26,0.0,1.04113,0.187826,1.15982,0.0,0.050184,0.850857,0.000334102,5.9128,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-29,27.470448548812666,2025,Kairouan
masri,0.000847308,27,0.0,4.47651,1.00719,3.68476,1.4164,3.7217,0.542286,1.20721,3.84878,1.72129,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-29,88.32892659826362,2025,Kairouan
lebna,0.00556379,28,0.0,4.84318,0.847326,5.52059,0.0,0.0,2.21669,0.433506,16.8211,0.673908,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-29,19.022702278083266,2025,Nabeul
hma,0.00246707,29,0.0,3.67962,1.03822,4.03435,0.0,0.03504,0.91804,0.759769,4.25884,0.438117,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-29,28.626264197915045,2025,Nabeul
abid,0.00110295,30,0.0,4.21976,0.567883,3.97694,0.0,0.0132,0.951204,0.273591,4.93031,0.825314,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-29,43.88725949037961,2025,Kairouan
mellegue,0.0,1,0.02,19.7162,2.24185,33.371,0.566282,25.6947,12.6216,7.81881,118.662,8.92336,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-28,38.560923137101504,2025,Kef
sarrat,0.0,36,0.05998,6.78297,0.078162,6.23327,0.560351,0.672541,1.903,2.06034,11.9208,6.13301,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-28,32.29985714285714,2025,Kef
benmetir,0.264556,2,0.0432,40.1522,1.76783,19.7451,1.2096,11.6325,7.20793,27.6173,36.2869,41.654,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-28,66.4848575165996,2025,Bizerte
kasseb,0.222767,3,0.0648,23.2509,1.6754,21.2951,1.87223,13.311,7.47992,23.192,37.4855,23.0944,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-28,30.23524057217165,2025,Bizerte
barbara,0.180435,4,0.092335,60.5449,2.01761,43.9252,2.00554,35.0166,11.9027,66.8707,71.8266,60.0897,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-28,99.99983483359483,2025,Jendouba
